name,rating,votes,grade,type,height,pitches,safety,commitment,state,sub_area,photos,comments,near_grades,aid_grade
Flying Circus,3.4,9,5.12c,['Sport'],70,1,,,California,Bear Crag,1,0,"['5.11b', '5.11d', '5.12b', '5.11a', '5.11d', '5.11b', '5.12b', '5.11b', '5.12b', '5.11c', '5.12a']",
Almost Famous,2.4,8,5.10b/c,['Sport'],40,1,,,California,Bear Crag,0,1,"['5.11c', '5.12a', '5.12a']",
Horizon X,1.0,3,5.11c,['Sport'],,1,,,California,Bear Crag,0,0,"['5.10b/c', '5.12a', '5.12a']",
Livewire,2.6,5,5.12a,['Sport'],90,1,,,California,Bear Crag,0,5,"['5.10b/c', '5.11c', '5.12a']",
Jagged Sky,3.6,25,5.12a,['Sport'],65,1,,,California,Bear Crag,4,4,"['5.10b/c', '5.11c', '5.12a']",
Unknown 5.8,1.8,23,5.8,['Sport'],45,1,,,California,Mammoth Lakes Area,0,2,"['5.11c', '5.10b', '5.11b', '5.10a/b', '5.10c', '5.10b', '5.10b', '5.11d', '5.5', '5.12a', '5.9']",
You Must Be a Liberal,2.0,2,5.9,['Sport'],60,1,,,California,Mammoth Lakes Area,0,1,"['5.11c', '5.10b', '5.11b', '5.10a/b', '5.10c', '5.10b', '5.10b', '5.11d', '5.5', '5.12a', '5.8']",
Drive Through Chapel,2.5,44,5.10a/b,['Sport'],65,1,,,California,Mammoth Lakes Area,4,0,"['5.11c', '5.10b', '5.11b', '5.10c', '5.10b', '5.10b', '5.11d', '5.5', '5.12a', '5.8', '5.9']",
Mail Order Bride,2.5,35,5.10b,['Sport'],65,1,,,California,Mammoth Lakes Area,2,2,"['5.11c', '5.11b', '5.10a/b', '5.10c', '5.10b', '5.10b', '5.11d', '5.5', '5.12a', '5.8', '5.9']",
Last Taste of Freedom,1.6,11,5.10b,['Sport'],40,1,,,California,Mammoth Lakes Area,1,3,"['5.11c', '5.11b', '5.10a/b', '5.10c', '5.10b', '5.10b', '5.11d', '5.5', '5.12a', '5.8', '5.9']",
Blushing Bride,1.2,5,5.10b,['Sport'],40,1,,,California,Mammoth Lakes Area,1,2,"['5.11c', '5.11b', '5.10a/b', '5.10c', '5.10b', '5.10b', '5.11d', '5.5', '5.12a', '5.8', '5.9']",
Kreighton's Bastard Child,2.7,39,5.10c,['Sport'],65,1,,,California,Mammoth Lakes Area,1,3,"['5.11c', '5.10b', '5.11b', '5.10a/b', '5.10b', '5.10b', '5.11d', '5.5', '5.12a', '5.8', '5.9']",
Commitaphobe,2.6,29,5.11b,['Sport'],65,1,,,California,Mammoth Lakes Area,1,0,"['5.11c', '5.10b', '5.10a/b', '5.10c', '5.10b', '5.10b', '5.11d', '5.5', '5.12a', '5.8', '5.9']",
Astroglide,2.0,7,5.11c,['Sport'],65,1,,,California,Mammoth Lakes Area,1,0,"['5.10b', '5.11b', '5.10a/b', '5.10c', '5.10b', '5.10b', '5.11d', '5.5', '5.12a', '5.8', '5.9']",
Tradtional Wedding,2.0,5,5.11d,"['Trad', 'Sport']",65,1,,,California,Mammoth Lakes Area,1,0,"['5.11c', '5.10b', '5.11b', '5.10a/b', '5.10c', '5.10b', '5.10b', '5.5', '5.12a', '5.8', '5.9']",
Orange Zig Zag,2.9,19,5.9,['Trad'],,1,,,California,Stumps,1,4,"['5.10a', '5.9']",
Roll 'Em Easy,1.1,8,5.9,['Trad'],,1,,,California,Stumps,0,2,"['5.10a', '5.9']",
Knuckle Nutz,2.0,11,5.10a,['Trad'],,1,,,California,Stumps,0,1,"['5.9', '5.9']",
Dr. Strange Glove,3.0,1,5.8,['Trad'],90,1,,,California,Stumps,1,0,"['5.8', '5.9', '5.9', '5.8', '5.10b']",
Holy Buttress,2.2,5,5.8,['Trad'],200,1,R,,California,Stumps,3,1,"['5.8', '5.9', '5.9', '5.8', '5.10b']",
Unholy Buttress,2.0,1,5.8,['Trad'],200,1,R,,California,Stumps,1,0,"['5.8', '5.9', '5.9', '5.8', '5.10b']",
Rude Intrusion,0.5,2,5.9,['Trad'],90,1,,,California,Stumps,1,0,"['5.8', '5.8', '5.9', '5.8', '5.10b']",
Rat Race,3.0,1,5.9,['Trad'],50,1,,,California,Stumps,1,0,"['5.8', '5.8', '5.9', '5.8', '5.10b']",
Vertebrae,2.0,2,5.10b,['Trad'],200,1,,,California,Stumps,1,0,"['5.8', '5.8', '5.9', '5.9', '5.8']",
Forest Service,2.0,1,5.6,['Trad'],100,1,,,California,Stumps,0,2,"['5.11b', '5.10a', '5.10a', '5.11a']",
H&R Block,2.3,3,5.10a,['Trad'],,1,,,California,Stumps,1,1,"['5.11b', '5.6', '5.10a', '5.11a']",
Smiling Faces,2.0,1,5.10a,['Trad'],,1,,,California,Stumps,0,0,"['5.11b', '5.6', '5.10a', '5.11a']",
Stumpjumper,1.0,1,5.11a,['Trad'],70,1,,,California,Stumps,1,0,"['5.11b', '5.6', '5.10a', '5.10a']",
Curly Shuffle,2.0,1,5.11b,"['Trad', 'TR']",65,1,,,California,Stumps,0,0,"['5.6', '5.10a', '5.10a', '5.11a']",
E.Z. Money,2.3,12,5.6,['Trad'],65,1,,,California,Stumps,1,5,"['5.7', '5.9', '5.7']",
Corner Market,1.4,9,5.7,['Trad'],60,1,,,California,Stumps,1,1,"['5.6', '5.9', '5.7']",
Good 'n Plenty,1.4,8,5.7,['Trad'],65,1,,,California,Stumps,0,1,"['5.6', '5.9', '5.7']",
Eastern Winds,2.1,11,5.9,['Trad'],60,1,R,,California,Stumps,1,1,"['5.7', '5.6', '5.7']",
Sierra Phantom,2.0,2,5.7,['Sport'],,1,R,,California,Alpers Canyon,0,0,"['5.8', '5.10a', '5.10a']",
Altoids,2.0,1,5.8,['Sport'],60,1,,,California,Alpers Canyon,1,0,"['5.10a', '5.10a', '5.7']",
The Love Bolt,1.0,1,5.10a,['Sport'],40,1,,,California,Alpers Canyon,0,0,"['5.8', '5.10a', '5.7']",
Body English,2.0,4,5.10a,['Sport'],55,1,R,,California,Alpers Canyon,1,1,"['5.8', '5.10a', '5.7']",
Mandarin Orange,1.5,2,5.9+,['Sport'],50,1,,,California,Alpers Canyon,1,0,"['5.11a', '5.8']",
Nasty Habits,2.3,3,5.11a,['Sport'],60,1,,,California,Alpers Canyon,0,1,"['5.9+', '5.8']",
Alpo,2.0,1,5.11b,"['Sport', 'TR']",50,1,,,California,Alpers Canyon,1,0,[],
Kill The Buddha,1.6,7,5.8,['Sport'],70,1,,,California,Mammoth Lakes Area,0,3,"['5.10c', '5.10a', '5.10b', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",
Aviary,2.9,47,5.8,['Sport'],100,1,,,California,Mammoth Lakes Area,3,6,"['5.10c', '5.10a', '5.10b', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",
Sound of One Hand Slapping,1.9,33,5.8,['Sport'],80,1,,,California,Mammoth Lakes Area,1,3,"['5.10c', '5.10a', '5.10b', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",
Yin and Yang,2.3,4,5.9,['Trad'],80,1,,,California,Mammoth Lakes Area,0,1,"['5.10c', '5.8', '5.10a', '5.10b', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",
Dharma,1.0,1,5.9,['Trad'],80,1,,,California,Mammoth Lakes Area,0,0,"['5.10c', '5.8', '5.10a', '5.10b', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",
East Side Daze,2.8,35,5.9,['Sport'],90,1,,,California,Mammoth Lakes Area,1,3,"['5.10c', '5.8', '5.10a', '5.10b', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",
East Side Days,1.7,22,5.9,['Sport'],60,1,,,California,Mammoth Lakes Area,1,0,"['5.10c', '5.8', '5.10a', '5.10b', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",
Karma,2.5,2,5.10a,['Trad'],80,1,,,California,Mammoth Lakes Area,0,0,"['5.10c', '5.8', '5.10b', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",
On the Fringe,2.0,4,5.10a,['Sport'],50,1,,,California,Mammoth Lakes Area,0,0,"['5.10c', '5.8', '5.10b', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",
Sangha,2.6,23,5.10a,['Sport'],60,1,,,California,Mammoth Lakes Area,0,1,"['5.10c', '5.8', '5.10b', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",
Jhana,2.7,26,5.10a,['Sport'],60,1,,,California,Mammoth Lakes Area,0,4,"['5.10c', '5.8', '5.10b', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",
Chase the Dragon,2.3,16,5.10a,['Sport'],100,1,,,California,Mammoth Lakes Area,1,2,"['5.10c', '5.8', '5.10b', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",
Middle Way,1.5,8,5.10a,['Sport'],90,1,,,California,Mammoth Lakes Area,0,1,"['5.10c', '5.8', '5.10b', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",
Triple Delight,3.0,41,5.10a/b,['Sport'],100,1,,,California,Mammoth Lakes Area,1,5,"['5.10c', '5.8', '5.10a', '5.10b', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10b', '5.10d', '5.9']",
Chronic,2.3,7,5.10b,['Sport'],80,1,,,California,Mammoth Lakes Area,1,1,"['5.10c', '5.8', '5.10a', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",
Vertigo,2.9,22,5.10b,['Sport'],90,1,,,California,Mammoth Lakes Area,0,2,"['5.10c', '5.8', '5.10a', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",
Samadhi,2.3,18,5.10b,['Sport'],60,1,,,California,Mammoth Lakes Area,0,2,"['5.10c', '5.8', '5.10a', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",
Acrophobia,2.9,25,5.10c,['Sport'],100,1,,,California,Mammoth Lakes Area,2,5,"['5.8', '5.10a', '5.10b', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.10d', '5.9']",
Wake-n-Bake,3.6,26,5.10d,['Sport'],90,1,,,California,Mammoth Lakes Area,0,3,"['5.10c', '5.8', '5.10a', '5.10b', '5.9', '5.9', '5.9', '5.10a', '5.10a', '5.8', '5.10a', '5.10a', '5.10b', '5.10a', '5.8', '5.10a/b', '5.10b', '5.9']",
The Moon,2.4,31,5.9+,['Sport'],90,1,,,California,Mammoth Lakes Area,3,0,"['5.11a', '5.10a', '5.11a', '5.12a', '5.11b', '5.10d', '5.10a']",
Firewater,1.9,20,5.10a,['Sport'],80,1,,,California,Mammoth Lakes Area,1,1,"['5.11a', '5.11a', '5.9+', '5.12a', '5.11b', '5.10d', '5.10a']",
Unknown A,2.4,7,5.8,['Sport'],70,1,,,California,Casa Diablo Mou…,2,1,"['5.10c', '5.11a', '5.9+', '5.4', '5.4', '5.10b', '5.10a', '5.6', '5.12-', '5.8', '5.7', '5.8+', '5.9', '5.9', '5.7', '5.8+', '5.11b', '5.9']",
The Tribe,2.1,10,5.10d,['Sport'],90,1,,,California,Mammoth Lakes Area,0,2,"['5.11a', '5.10a', '5.11a', '5.9+', '5.12a', '5.11b', '5.10a']",
Mighty Earth,2.9,27,5.11a,['Sport'],90,1,,,California,Mammoth Lakes Area,1,1,"['5.10a', '5.11a', '5.9+', '5.12a', '5.11b', '5.10d', '5.10a']",
Distance of Man,3.2,10,5.11a,['Sport'],90,1,,,California,Mammoth Lakes Area,1,1,"['5.10a', '5.11a', '5.9+', '5.12a', '5.11b', '5.10d', '5.10a']",
Thunder Underground,2.3,7,5.11b,['Sport'],90,1,,,California,Mammoth Lakes Area,0,1,"['5.11a', '5.10a', '5.11a', '5.9+', '5.12a', '5.10d', '5.10a']",
The Sun,2.8,4,5.12a,['Sport'],90,1,,,California,Mammoth Lakes Area,0,0,"['5.11a', '5.10a', '5.11a', '5.9+', '5.11b', '5.10d', '5.10a']",
Anaerobia,3.3,4,5.12a,['Sport'],60,1,,,California,T J Lake,1,0,[],
Left Wing Route - AKA The Democrat,1.7,3,5.6,['Sport'],70,1,,,California,T J Lake,0,2,"['5.9', '5.8', '5.7', '5.10b', '5.10a', '5.8', '5.7', '5.7']",
Egotestical,1.0,1,5.7,['Sport'],30,1,,,California,T J Lake,1,0,"['5.9', '5.8', '5.6', '5.10b', '5.10a', '5.8', '5.7', '5.7']",
T J Swan,2.0,8,5.7,['Trad'],60,1,,,California,T J Lake,0,1,"['5.9', '5.8', '5.6', '5.10b', '5.10a', '5.8', '5.7', '5.7']",
Myers Crack,2.1,9,5.7,['Trad'],60,1,,,California,T J Lake,2,3,"['5.9', '5.8', '5.6', '5.10b', '5.10a', '5.8', '5.7', '5.7']",
Mamma's Boy,2.5,2,5.8,['Sport'],40,1,,,California,T J Lake,2,1,"['5.9', '5.7', '5.6', '5.10b', '5.10a', '5.8', '5.7', '5.7']",
All I need is a hula hoop so people don't wonder,2.0,2,5.9,['Sport'],35,1,,,California,T J Lake,1,0,"['5.8', '5.7', '5.6', '5.10b', '5.10a', '5.8', '5.7', '5.7']",
Mamma gonna slap you twice so you don't forget,2.5,2,5.10a,['Sport'],35,1,,,California,T J Lake,1,1,"['5.9', '5.8', '5.7', '5.6', '5.10b', '5.8', '5.7', '5.7']",
"Life, Liberty, and the Pursuit of Slabbiness",2.0,1,5.10b,['Sport'],35,1,,,California,T J Lake,1,0,"['5.9', '5.8', '5.7', '5.6', '5.10a', '5.8', '5.7', '5.7']",
Izzers,0.5,2,5.8,['Trad'],40,1,,,California,T J Lake,0,0,"['5.10b', '5.9']",
Izzylish,2.0,1,5.9,['Sport'],35,1,,,California,T J Lake,0,0,"['5.10b', '5.8']",
Izz the Whizz,2.0,2,5.10b,['Sport'],40,1,,,California,T J Lake,0,0,"['5.8', '5.9']",
Flattening the Curve,3.0,1,5.10d,['Sport'],45,1,,,California,N - Goldenrod Area,1,0,[],
Pumice Cheese,2.0,4,5.6,['Sport'],55,1,,,California,Sherwin Plateau,1,2,"['5.8', '5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Elephant Face,1.5,2,5.7,['Sport'],50,1,,,California,Sherwin Plateau,1,0,"['5.8', '5.9+', '5.8', '5.8+', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Fun Monkey (aka Pride and Joy),2.6,8,5.7,['Sport'],60,1,,,California,Sherwin Plateau,1,0,"['5.8', '5.9+', '5.8', '5.8+', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Lichen the Arete,1.8,4,5.8,['Sport'],70,1,,,California,Sherwin Plateau,0,2,"['5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Where's My Dee (aka Easy Goin'),2.7,10,5.8,['Sport'],60,1,,,California,Sherwin Plateau,0,1,"['5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Krusty’s Korner,2.0,1,5.8,['Sport'],60,1,,,California,Sherwin Plateau,1,0,"['5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Social Distancing,1.3,4,5.8,['Sport'],40,1,,,California,Sherwin Plateau,1,6,"['5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Chedda,2.7,9,5.8,['Sport'],50,1,,,California,Sherwin Plateau,1,2,"['5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Tuft de Chardonnay,1.7,3,5.8,['Sport'],50,1,,,California,Sherwin Plateau,1,3,"['5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Tomo Ari Gato (aka Lovin' Life),2.8,9,5.8,['Sport'],60,1,,,California,Sherwin Plateau,1,1,"['5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Anti Consequences,1.0,2,5.8,['Sport'],55,1,,,California,Sherwin Plateau,0,1,"['5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Down Time,1.3,3,5.8+,['Sport'],80,1,,,California,Sherwin Plateau,1,0,"['5.8', '5.9+', '5.8', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Little Girl Suck,2.5,6,5.9,['Sport'],60,1,,,California,Sherwin Plateau,1,0,"['5.8', '5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Will Power,1.0,1,5.9,['Sport'],60,1,PG13,,California,Sherwin Plateau,1,0,"['5.8', '5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Start Me Up,2.3,9,5.9,['Sport'],60,1,,,California,Sherwin Plateau,1,1,"['5.8', '5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Unknown B,1.3,3,5.7,['Trad'],80,1,,,California,Casa Diablo Mou…,2,2,"['5.10c', '5.11a', '5.9+', '5.8', '5.4', '5.4', '5.10b', '5.10a', '5.6', '5.12-', '5.8', '5.8+', '5.9', '5.9', '5.7', '5.8+', '5.11b', '5.9']",
Big Boy Bite,2.0,3,5.9+,['Sport'],60,1,,,California,Sherwin Plateau,1,1,"['5.8', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Pro Choice,2.0,1,5.9+,['Sport'],70,1,,,California,Sherwin Plateau,0,1,"['5.8', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Scavenger,2.4,5,5.9+,['Sport'],70,1,,,California,Sherwin Plateau,3,5,"['5.8', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Furious Fingers,2.6,7,5.10a,['Sport'],40,1,,,California,Sherwin Plateau,0,3,"['5.8', '5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Feature Creature,2.0,2,5.10-,['Sport'],60,1,,,California,Sherwin Plateau,1,1,"['5.8', '5.9+', '5.8', '5.8+', '5.7', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Raging Raphe,2.4,7,5.10-,['Sport'],40,1,,,California,Sherwin Plateau,0,0,"['5.8', '5.9+', '5.8', '5.8+', '5.7', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
The Tooth,3.0,1,5.10-,['Sport'],40,1,,,California,Sherwin Plateau,1,0,"['5.8', '5.9+', '5.8', '5.8+', '5.7', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Jacinda's Day Off,2.3,4,5.10,['Sport'],40,1,,,California,Sherwin Plateau,1,1,"['5.8', '5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.11-', '5.8', '5.9']",
Welcome to the Rim,3.0,1,5.11-,['Sport'],25,1,,,California,Sherwin Plateau,3,0,"['5.8', '5.9+', '5.8', '5.8+', '5.7', '5.10-', '5.7', '5.10a', '5.10', '5.8', '5.8', '5.9', '5.9+', '5.6', '5.10-', '5.9+', '5.8', '5.9', '5.8', '5.10-', '5.8', '5.9', '5.9', '5.8', '5.9']",
Stick With It,0.0,0,5.6,['Trad'],70,1,R,,California,Laurel Canyon,2,0,[],
Fun-gi,1.4,11,5.4,['Sport'],50,1,,,California,Mammoth Lakes Area,5,0,"['5.10b', '5.11b', '5.10b/c', '5.8', '5.10c', '5.5', '5.6', '5.10b/c', '5.10a', '5.8', '5.10a']",
No Applause,1.7,11,5.5,['Sport'],30,1,,,California,Mammoth Lakes Area,2,0,"['5.10b', '5.4', '5.11b', '5.10b/c', '5.8', '5.10c', '5.6', '5.10b/c', '5.10a', '5.8', '5.10a']",
On the Count of Three,1.9,14,5.6,['Sport'],50,1,,,California,Mammoth Lakes Area,5,0,"['5.10b', '5.4', '5.11b', '5.10b/c', '5.8', '5.10c', '5.5', '5.10b/c', '5.10a', '5.8', '5.10a']",
Immortal,1.9,15,5.8,['Sport'],45,1,,,California,Mammoth Lakes Area,5,0,"['5.10b', '5.4', '5.11b', '5.10b/c', '5.10c', '5.5', '5.6', '5.10b/c', '5.10a', '5.8', '5.10a']",
Time For Tea,2.1,18,5.8,['Sport'],40,1,,,California,Mammoth Lakes Area,2,1,"['5.10b', '5.4', '5.11b', '5.10b/c', '5.10c', '5.5', '5.6', '5.10b/c', '5.10a', '5.8', '5.10a']",
Slap and Tickle,1.9,15,5.10a,['Sport'],50,1,,,California,Mammoth Lakes Area,3,1,"['5.10b', '5.4', '5.11b', '5.10b/c', '5.8', '5.10c', '5.5', '5.6', '5.10b/c', '5.8', '5.10a']",
Up The Junction,2.1,15,5.10a,['Sport'],50,1,,,California,Mammoth Lakes Area,3,2,"['5.10b', '5.4', '5.11b', '5.10b/c', '5.8', '5.10c', '5.5', '5.6', '5.10b/c', '5.8', '5.10a']",
Cool For Cats,2.4,17,5.10b,['Sport'],50,1,,,California,Mammoth Lakes Area,4,3,"['5.4', '5.11b', '5.10b/c', '5.8', '5.10c', '5.5', '5.6', '5.10b/c', '5.10a', '5.8', '5.10a']",
Highlander,2.3,8,5.10b/c,['Sport'],45,1,,,California,Mammoth Lakes Area,3,3,"['5.10b', '5.4', '5.11b', '5.8', '5.10c', '5.5', '5.6', '5.10b/c', '5.10a', '5.8', '5.10a']",
The Quickening,1.8,5,5.10b/c,['Sport'],45,1,,,California,Mammoth Lakes Area,3,1,"['5.10b', '5.4', '5.11b', '5.8', '5.10c', '5.5', '5.6', '5.10b/c', '5.10a', '5.8', '5.10a']",
Kilt Lifter,1.5,6,5.10c,['Sport'],50,1,,,California,Mammoth Lakes Area,1,1,"['5.10b', '5.4', '5.11b', '5.10b/c', '5.8', '5.5', '5.6', '5.10b/c', '5.10a', '5.8', '5.10a']",
The Gathering,2.7,9,5.11b,['Sport'],50,1,,,California,Mammoth Lakes Area,5,1,"['5.10b', '5.4', '5.10b/c', '5.8', '5.10c', '5.5', '5.6', '5.10b/c', '5.10a', '5.8', '5.10a']",
